,东,东北,东南,交易权属,产权年限,供暖方式,北,南,卫,厅,厨,室,小区名称,建成年代,建筑类型,建筑结构,建筑面积,总楼层,户型结构,房屋年限,房屋用途,房权所属,挂牌时间,梯户比例,楼层,片区,行政区域,装修情况,西,西北,西南,配备电梯,实际成交价,预测价,相对误差
94,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,百旺家苑,2003.0,板楼,钢混结构,60.46,9.0,平层,满五年,普通住宅,非共有,157.0,0.25,中楼层,马连洼,海淀,精装,,,,有,461.0,421.0734926628429,0.08660847578559022
95,,,,商品房,70.0,自供暖,1.0,1.0,3.0,2.0,1.0,5.0,香溪度,2009.0,板楼,钢混结构,226.88,9.0,平层,满五年,普通住宅,非共有,362.0,0.5,低楼层,田村,海淀,其他,,,,有,1815.0,1667.3817949176764,0.08133234439797443
96,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,学院南路32号院,1990.0,塔楼,钢混结构,80.7,16.0,平层,满五年,普通住宅,非共有,343.0,0.2857142857142857,高楼层,小西天,海淀,精装,,1.0,,有,698.0,633.537461098073,0.09235320759588399
97,,,,商品房,70.0,集中供暖,1.0,,1.0,1.0,1.0,2.0,复兴路乙6号院,1986.0,塔楼,钢混结构,64.8,16.0,平层,满五年,普通住宅,非共有,168.0,0.2222222222222222,高楼层,军博,海淀,简装,1.0,,,有,480.0,537.4494499289002,0.1196863540185421
98,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,德胜门西大街甲5号,1986.0,塔楼,钢混结构,62.7,16.0,平层,满五年,普通住宅,非共有,155.0,0.2857142857142857,高楼层,新街口,海淀,简装,,,,有,500.0,490.1860455479599,0.019627908904080185
99,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,田村40号院,1982.0,板楼,混合结构,62.1,6.0,平层,满五年,普通住宅,非共有,362.0,0.5,高楼层,田村,海淀,精装,,1.0,,无,355.5,377.85908508263503,0.06289475410023919
100,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,百草园,2002.0,板楼,混合结构,92.15,6.0,平层,满两年,普通住宅,非共有,207.0,0.3333333333333333,高楼层,西北旺,海淀,精装,,,,无,620.0,589.5514240754159,0.04911060632997441
101,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,索家坟20号院,1990.0,板楼,混合结构,39.76,6.0,平层,满五年,普通住宅,非共有,141.0,0.25,中楼层,新街口,海淀,精装,,,,无,310.0,329.86165731231733,0.06406986229779785
102,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,金隅美和园,2008.0,板楼,钢混结构,65.67,9.0,平层,满五年,普通住宅,非共有,221.0,0.3333333333333333,低楼层,清河,海淀,精装,,,,有,457.8,398.36535436773784,0.12982666149467492
103,,,,已购公房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,汇福轩,1999.0,塔楼,钢混结构,118.33,18.0,平层,满五年,普通住宅,非共有,126.0,0.2,中楼层,白石桥,海淀,毛坯,,,1.0,有,1016.0,875.3975174442006,0.138388270232086
104,,,,商品房,70.0,集中供暖,,1.0,1.0,,1.0,1.0,蜂鸟家园,2004.0,板楼,钢混结构,47.99,14.0,平层,满五年,普通住宅,非共有,279.0,0.25,底层,万柳,海淀,精装,,,,有,642.0,671.8115946944539,0.04643550575460109
105,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,后屯路32号院,1996.0,板楼,混合结构,73.32,6.0,平层,满两年,普通住宅,非共有,270.0,0.5,中楼层,清河,海淀,简装,,,,无,443.0,447.70217227179523,0.01061438436071159
106,,,,限价商品房,70.0,集中供暖,1.0,1.0,1.0,2.0,1.0,3.0,金隅美和园,2008.0,板楼,钢混结构,82.49,9.0,平层,满五年,普通住宅,非共有,261.0,0.3333333333333333,低楼层,清河,海淀,简装,,,,有,565.0,587.9876983210584,0.04068619171868736
107,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,塔院小区,1989.0,板楼,混合结构,40.29,6.0,平层,满五年,普通住宅,非共有,332.0,0.3333333333333333,顶层,牡丹园,海淀,精装,,,,无,337.0,372.98614372650707,0.10678380927746904
108,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,龙翔路小区,1992.0,板楼,混合结构,57.1,6.0,平层,满五年,普通住宅,非共有,373.0,0.5,底层,牡丹园,海淀,简装,1.0,,,无,275.0,542.7767036509636,0.9737334678216857
109,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,建材城西一里,1989.0,板楼,混合结构,58.5,5.0,平层,满五年,普通住宅,共有,345.0,0.5,中楼层,西三旗,海淀,精装,,,,无,372.0,383.66769989458646,0.03136478466286684
110,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,清华东路27号院,1995.0,板楼,混合结构,71.52,6.0,平层,满五年,普通住宅,非共有,317.0,0.5,高楼层,学院路,海淀,简装,,,,无,559.0,567.5097500738024,0.015223166500540904
111,,,,商品房,70.0,集中供暖,,,2.0,2.0,1.0,3.0,国兴家园,2000.0,塔楼,钢混结构,149.12,24.0,平层,满五年,普通住宅,非共有,171.0,0.375,高楼层,甘家口,海淀,精装,,,1.0,有,1530.0,1594.3769641962817,0.042076447187112245
112,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,双榆树北路6号院,1989.0,板楼,混合结构,55.8,6.0,平层,满五年,普通住宅,非共有,223.0,0.3333333333333333,中楼层,双榆树,海淀,简装,,,,无,510.0,514.1095142251444,0.008057871029694864
113,,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,甘家口小区,1984.0,板楼,混合结构,54.2,6.0,平层,满五年,普通住宅,非共有,262.0,0.25,中楼层,甘家口,海淀,简装,,,1.0,无,485.0,442.37490286269497,0.0878867982212475
114,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,科育小区,1980.0,板楼,混合结构,51.4,5.0,平层,满五年,普通住宅,非共有,390.0,0.3333333333333333,中楼层,中关村,海淀,简装,,,,无,700.0,714.5326210632621,0.02076088723323161
115,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,圆明园西路2号院,1995.0,板楼,混合结构,76.3,6.0,平层,满五年,普通住宅,非共有,385.0,0.3333333333333333,中楼层,马连洼,海淀,精装,,,,无,628.0,580.4666157224652,0.07569010235276237
116,,,,央产房,70.0,集中供暖,1.0,1.0,2.0,1.0,1.0,3.0,核二院,1995.0,板楼,混合结构,87.3,7.0,平层,满五年,普通住宅,非共有,171.0,0.5,高楼层,定慧寺,海淀,精装,,,,无,863.0,839.7928451751362,0.026891257039239603
117,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,学院南路32号院,1978.0,板楼,混合结构,62.5,6.0,平层,满五年,普通住宅,非共有,110.0,0.3333333333333333,顶层,小西天,海淀,其他,,,,无,428.0,461.88075785610215,0.07916064919650036
118,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,羊坊店东路5号院,1982.0,板楼,混合结构,62.1,6.0,平层,满五年,普通住宅,非共有,218.0,0.3333333333333333,顶层,军博,海淀,简装,,,,无,410.0,519.5562217514696,0.26721029695480386
119,,,,商品房,70.0,集中供暖,1.0,,1.0,1.0,1.0,1.0,海云轩,2000.0,板塔结合,钢混结构,93.92,22.0,平层,满五年,普通住宅,非共有,352.0,0.4,顶层,西直门,海淀,简装,,,,有,618.0,505.4502855294776,0.18211927907851524
120,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,师大北路21号院,1999.0,板塔结合,钢混结构,82.63,16.0,平层,满五年,普通住宅,非共有,151.0,0.21052631578947367,低楼层,小西天,海淀,简装,,,,有,780.0,741.9795140113565,0.04874421280595319
121,1.0,,,已购公房,70.0,集中供暖,1.0,,1.0,1.0,1.0,3.0,北洼东里,1998.0,塔楼,钢混结构,85.47,18.0,平层,满五年,普通住宅,非共有,399.0,0.2222222222222222,高楼层,紫竹桥,海淀,简装,1.0,,,有,650.0,719.451031653572,0.10684774100549545
122,,,,私产,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,天兆家园,2003.0,板塔结合,钢混结构,125.25,22.0,平层,满五年,普通住宅,非共有,235.0,0.5,高楼层,西直门,海淀,其他,,,,有,1195.0,1241.7922765870007,0.03915671680920564
123,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,友谊社区,1992.0,板楼,钢混结构,61.54,14.0,平层,满五年,普通住宅,非共有,149.0,0.5,高楼层,苏州桥,海淀,精装,,,,有,490.0,556.9370449156015,0.13660621411347248
124,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,文慧园15号16公寓,2004.0,塔楼,钢混结构,52.85,22.0,平层,满五年,普通住宅,非共有,236.0,0.26666666666666666,中楼层,新街口,海淀,精装,,,,有,375.0,474.16562125698033,0.26444165668528086
125,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,皂君东里,1988.0,塔楼,钢混结构,68.34,16.0,平层,满两年,普通住宅,非共有,241.0,0.25,高楼层,皂君庙,海淀,简装,,1.0,,有,598.0,516.4372108244612,0.13639262403936253
126,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,机械研究院东区,1982.0,板楼,混合结构,33.83,6.0,平层,满五年,普通住宅,非共有,184.0,0.3333333333333333,底层,甘家口,海淀,简装,,,,无,337.0,349.1378889007334,0.03601747448288843
127,,,,私产,70.0,自供暖,1.0,1.0,2.0,2.0,1.0,3.0,万科西山庭院,2005.0,板楼,钢混结构,145.87,5.0,平层,满五年,普通住宅,非共有,129.0,0.5,顶层,马连洼,海淀,精装,,,,无,1415.0,1594.2716487479813,0.12669374469822
128,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,蓟门东里,1986.0,塔楼,钢混结构,45.6,16.0,平层,满五年,普通住宅,非共有,358.0,0.25,中楼层,知春路,海淀,精装,,,,有,368.0,411.79363584700855,0.11900444523643626
129,1.0,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,加气混凝土厂宿舍,1981.0,板楼,混合结构,60.0,5.0,平层,满五年,普通住宅,非共有,371.0,0.3333333333333333,中楼层,清河,海淀,简装,,,,无,380.0,435.22537155869816,0.14532992515446883
130,,,1.0,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,清缘东里,2004.0,塔楼,钢混结构,80.19,13.0,平层,满五年,普通住宅,非共有,282.0,0.2,中楼层,清河,海淀,简装,,,,有,553.0,562.1442832621069,0.01653577443418971
131,,,,商品房,70.0,集中供暖,1.0,1.0,2.0,2.0,1.0,3.0,博雅德园,2005.0,板楼,钢混结构,133.02,10.0,平层,满五年,普通住宅,非共有,190.0,0.5,高楼层,西二旗,海淀,简装,,,,有,768.0,828.3192367467925,0.07854067284738608
132,,,1.0,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,中关村南大街40号,1991.0,塔楼,钢混结构,50.7,22.0,平层,满五年,普通住宅,共有,146.0,0.25,低楼层,白石桥,海淀,简装,,,,有,448.0,532.3608240329909,0.18830541078792606
133,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,北无宿舍,1995.0,板楼,混合结构,61.0,6.0,平层,满五年,普通住宅,非共有,241.0,0.5,低楼层,紫竹桥,海淀,简装,,,,无,555.0,637.8790157008198,0.14933155982129687
134,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,品阁公寓,2004.0,板塔结合,钢混结构,72.96,11.0,平层,满五年,普通住宅,非共有,241.0,0.14285714285714285,中楼层,西直门,海淀,精装,,,,有,538.0,466.7810392475956,0.13237725046915322
135,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,枫蓝国际,2005.0,塔楼,钢混结构,70.94,21.0,平层,满两年,公寓,非共有,146.0,0.25,中楼层,小西天,海淀,精装,,,,有,587.5,676.4769472719751,0.15145012301612776
136,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,海淀南路,1988.0,塔楼,钢混结构,60.12,16.0,平层,满五年,普通住宅,非共有,295.0,0.2857142857142857,中楼层,苏州桥,海淀,精装,,,,有,585.0,594.7184129280304,0.016612671671846796
137,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,乔建里,1989.0,板楼,混合结构,41.3,6.0,平层,满五年,普通住宅,非共有,398.0,0.09090909090909091,低楼层,军博,海淀,简装,,,,无,387.0,342.9953180889913,0.11370718840053921
138,,,,商品房,70.0,自供暖,,1.0,2.0,2.0,1.0,3.0,恒兴大厦,2000.0,塔楼,钢混结构,177.26,25.0,平层,满五年,普通住宅,非共有,30.0,0.375,高楼层,中关村,海淀,毛坯,,,,有,1000.0,1118.9323781076762,0.11893237810767619
139,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,人济山庄,2001.0,塔楼,钢混结构,105.18,26.0,平层,满五年,普通住宅,非共有,333.0,0.25,高楼层,紫竹桥,海淀,精装,,,,有,1195.0,1017.4534893649832,0.14857448588704336
140,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,梅园,1995.0,板楼,混合结构,63.8,6.0,平层,满五年,普通住宅,非共有,244.0,0.3333333333333333,高楼层,马连洼,海淀,精装,,,,无,426.0,458.2449042039484,0.07569226338955025
141,,,1.0,二类经济适用房,70.0,集中供暖,,,1.0,2.0,1.0,3.0,金夕园,2003.0,塔楼,钢混结构,130.83,17.0,平层,满五年,普通住宅,非共有,162.0,0.16666666666666666,中楼层,世纪城,海淀,精装,,,,有,1110.0,1130.6469835357639,0.018600886068255735
142,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,教委计生委大院,1995.0,板楼,混合结构,45.0,7.0,平层,满五年,普通住宅,非共有,143.0,0.5,高楼层,中关村,海淀,简装,,,,无,545.0,618.0060583889283,0.13395607043840055
143,,1.0,,商品房,70.0,集中供暖,,,1.0,,1.0,1.0,清缘东里,2005.0,板楼,钢混结构,33.43,9.0,平层,满五年,普通住宅,非共有,394.0,0.3333333333333333,中楼层,清河,海淀,其他,,,,有,344.0,249.82244418055177,0.2737719645914193
144,,,1.0,已购公房,40.0,集中供暖,,,1.0,1.0,1.0,3.0,西三环北路109号,1993.0,塔楼,钢混结构,81.9,18.0,平层,满五年,普通住宅,非共有,171.0,0.2,低楼层,紫竹桥,海淀,精装,,1.0,,无,740.0,750.9009817266008,0.014731056387298345
145,,,,商品房,50.0,集中供暖,,,1.0,,,1.0,西海国际中心,2009.0,塔楼,钢混结构,52.64,13.0,平层,满五年,商业办公类,非共有,145.0,0.07692307692307693,中楼层,苏州桥,海淀,其他,1.0,,,无,243.0,376.73386828714183,0.5503451369841228
146,1.0,,,私产,70.0,集中供暖,,,1.0,1.0,1.0,2.0,建西苑中里,2000.0,板楼,混合结构,69.38,6.0,平层,满五年,普通住宅,非共有,108.0,0.5,底层,杨庄,海淀,简装,1.0,,,无,426.0,368.01368640497003,0.13611810703058677
147,,,1.0,商品房,70.0,集中供暖,,,1.0,1.0,1.0,3.0,师大北路21号院,1999.0,板塔结合,钢混结构,95.15,16.0,平层,满五年,普通住宅,非共有,293.0,0.21052631578947367,中楼层,小西天,海淀,简装,,,,有,1030.0,858.1994500085597,0.16679665047712655
148,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,恩济里小区,1995.0,板塔结合,钢混结构,66.68,15.0,平层,满五年,普通住宅,非共有,338.0,0.10526315789473684,低楼层,定慧寺,海淀,简装,,,,有,600.0,618.6144552271346,0.031024092045224355
149,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,,1.0,3.0,工商大学东校区,1985.0,板楼,钢混结构,76.3,18.0,平层,满五年,普通住宅,非共有,307.0,0.25,高楼层,甘家口,海淀,简装,,,,有,745.0,814.7575702674293,0.09363432250661649
150,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,翠微路2号院,1985.0,板楼,混合结构,57.9,5.0,平层,满五年,普通住宅,非共有,272.0,0.3333333333333333,底层,公主坟,海淀,毛坯,,,,无,560.0,523.5724845635598,0.06504913470792896
151,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,塔院小区,1989.0,板楼,混合结构,57.9,6.0,平层,满五年,普通住宅,非共有,359.0,0.3333333333333333,中楼层,牡丹园,海淀,精装,,,,无,526.0,533.6269974548142,0.014499995161243649
152,,,,已购公房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,梅园,1995.0,板楼,混合结构,59.88,6.0,平层,满五年,普通住宅,非共有,142.0,0.5,中楼层,马连洼,海淀,其他,,,,无,382.5,414.49453124348634,0.08364583331630414
153,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,富力桃园C区,2009.0,板塔结合,钢混结构,90.98,21.0,平层,满两年,普通住宅,非共有,391.0,0.5,低楼层,西三旗,海淀,精装,1.0,,,有,548.0,594.7012258668043,0.0852212150854093
154,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,皂君东里,1999.0,板楼,混合结构,52.4,6.0,平层,满五年,普通住宅,非共有,354.0,0.5,底层,皂君庙,海淀,简装,1.0,,,无,475.0,496.41614096366334,0.04508661255508071
155,,,,商品房,70.0,集中供暖,1.0,,1.0,,1.0,1.0,蜂鸟家园,2004.0,板楼,钢混结构,43.32,9.0,平层,满两年,普通住宅,非共有,305.0,0.2857142857142857,低楼层,万柳,海淀,精装,1.0,,,有,628.0,639.1658454765071,0.017780008720552732
156,1.0,,,商品房,70.0,集中供暖,1.0,1.0,2.0,2.0,1.0,2.0,保利海德公园,1993.7698001480385,板楼,未知结构,145.0,6.0,平层,满五年,普通住宅,非共有,391.0,1.0,顶层,知春路,海淀,毛坯,,,,无,2100.0,1043.6294043601938,0.5030336169713363
157,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,苗圃宿舍家属楼,1990.0,板楼,混合结构,51.13,6.0,平层,满五年,普通住宅,非共有,331.0,0.5,底层,五棵松,海淀,简装,,,,无,390.0,375.21375917249964,0.03791343801923171
158,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,圆明园西路2号院,1990.0,板楼,混合结构,54.4,5.0,平层,满五年,普通住宅,非共有,370.0,0.3333333333333333,中楼层,马连洼,海淀,精装,,,,无,442.0,390.9588105848079,0.11547780410676944
159,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,塔院小区,1989.0,板楼,混合结构,64.6,6.0,平层,满五年,普通住宅,非共有,266.0,0.3333333333333333,中楼层,牡丹园,海淀,简装,,,,无,550.0,565.526104345149,0.028229280627543547
160,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,万寿路西街9号,1988.0,板楼,混合结构,54.2,6.0,平层,满五年,普通住宅,非共有,221.0,0.5,高楼层,万寿路,海淀,简装,,,,无,566.0,620.0061417350382,0.09541721154600394
161,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,北无宿舍,1994.0,板楼,混合结构,35.9,6.0,平层,满五年,普通住宅,非共有,283.0,0.3333333333333333,地下室,紫竹桥,海淀,简装,,,,无,295.0,203.9492778998142,0.30864651559385015
162,1.0,,,商品房,70.0,集中供暖,,,1.0,,1.0,1.0,紫金数码,2007.0,板塔结合,钢混结构,39.48,13.0,平层,满两年,公寓,非共有,252.0,0.12903225806451613,中楼层,中关村,海淀,精装,,,,有,262.0,625.938819555362,1.3890794639517634
163,,,,已购公房,70.0,集中供暖,,1.0,1.0,1.0,1.0,3.0,三虎桥,1985.0,板楼,混合结构,63.6,6.0,平层,满五年,普通住宅,非共有,102.0,0.25,低楼层,紫竹桥,海淀,简装,1.0,,,无,545.0,550.5437113759723,0.010171947478848245
164,,,1.0,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,铁道部宿舍,1998.0,板塔结合,钢混结构,76.84,14.0,平层,满五年,普通住宅,非共有,210.0,0.18181818181818182,低楼层,西直门,海淀,简装,,,,有,590.0,608.4918427883122,0.031342106420868085
165,,,,二类经济适用房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,金谷园,1998.0,板楼,混合结构,89.87,6.0,平层,满两年,普通住宅,非共有,140.0,0.3333333333333333,低楼层,知春路,海淀,简装,,,,无,595.0,769.0546826588443,0.29252887841822567
166,,,,央产房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,莲花池东路9号院,2000.0,塔楼,钢混结构,68.95,19.0,平层,满五年,普通住宅,非共有,103.0,0.2,中楼层,军博,海淀,简装,,,1.0,有,548.0,626.7281174183925,0.14366444784378185
167,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,1.0,永泰园,1999.0,板楼,混合结构,54.74,6.0,平层,满五年,普通住宅,共有,227.0,0.3333333333333333,高楼层,清河,海淀,其他,,,,无,381.0,283.8162833148225,0.2550753718771063
168,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,金沟河12号院,1990.0,板楼,混合结构,58.2,6.0,平层,满五年,普通住宅,非共有,283.0,0.5,高楼层,玉泉路,海淀,简装,,,,无,416.0,439.5712193267283,0.05666158492001991
169,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,清河饮食服务楼,1987.0,板楼,混合结构,50.4,6.0,平层,满五年,普通住宅,非共有,367.0,0.3333333333333333,顶层,清河,海淀,简装,,,,无,299.0,301.4033717839561,0.008038032722261263
170,,,,私产,70.0,自供暖,1.0,1.0,2.0,1.0,1.0,2.0,光大水墨风景,2005.0,板楼,钢混结构,118.42,16.0,平层,满五年,普通住宅,非共有,109.0,0.5,底层,万柳,海淀,其他,,,,有,1330.0,1263.887223363491,0.04970885461391646
171,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,常秀家园,1994.0,板楼,混合结构,62.3,6.0,平层,满五年,普通住宅,非共有,93.0,0.5,地下室,西三旗,海淀,其他,,,,无,196.0,94.36350421625446,0.5185535499170691
172,,,,私产,70.0,集中供暖,1.0,1.0,2.0,2.0,1.0,2.0,润千秋佳苑,2005.0,板楼,钢混结构,98.88,6.0,平层,满五年,普通住宅,非共有,256.0,0.5,中楼层,西北旺,海淀,其他,,,,有,775.0,788.1288292663793,0.016940424859844237
173,,,1.0,央产房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,清华园铁路宿舍,1982.0,板楼,混合结构,49.98,6.0,平层,满五年,普通住宅,非共有,171.0,0.2,中楼层,五道口,海淀,简装,,,,无,523.0,491.88825552554215,0.059487083125158415
174,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,老年医院家属楼,1995.0,板楼,混合结构,53.5,4.0,平层,满五年,普通住宅,非共有,303.0,0.5,中楼层,海淀北部新区,海淀,简装,,,,无,358.0,389.5616340989801,0.0881609891032964
175,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,东南小区,1986.0,板塔结合,钢混结构,57.9,12.0,平层,满五年,普通住宅,非共有,303.0,0.25,低楼层,中关村,海淀,精装,,,,有,737.5,778.3855488473648,0.05543803233540992
176,,,,商品房,70.0,集中供暖,1.0,1.0,2.0,2.0,1.0,4.0,大有北里小区,1997.0,板楼,混合结构,125.8,6.0,平层,满五年,普通住宅,非共有,380.0,0.5,中楼层,马连洼,海淀,精装,1.0,,,有,1380.0,1493.7366198317534,0.08241784045779231
177,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,永泰园,1995.0,板楼,混合结构,62.3,6.0,平层,满五年,普通住宅,非共有,198.0,0.5,低楼层,清河,海淀,简装,,,,无,400.0,364.6075444237247,0.0884811389406883
178,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,小营东路5号院,1980.0,板楼,混合结构,50.0,5.0,平层,满五年,普通住宅,非共有,53.0,0.3333333333333333,中楼层,清河,海淀,精装,,,,无,345.0,295.1390242058445,0.14452456751929124
179,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,建设研究院,1980.0,板楼,混合结构,60.9,6.0,平层,满两年,普通住宅,非共有,138.0,0.3333333333333333,底层,五棵松,海淀,简装,,,,无,508.0,488.85472391995495,0.03768755133867136
180,,,,商品房,70.0,集中供暖,,1.0,1.0,1.0,1.0,2.0,双榆树东里,1988.0,塔楼,钢混结构,59.6,16.0,平层,满两年,普通住宅,非共有,364.0,0.2222222222222222,低楼层,双榆树,海淀,精装,1.0,,,有,575.0,586.0814356155993,0.01927206194017265
181,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,3.0,王庄路27号院,1989.0,板楼,混合结构,76.2,6.0,平层,满五年,普通住宅,非共有,247.0,0.5,低楼层,五道口,海淀,精装,,,,无,690.0,600.2215746578177,0.1301136599162063
182,1.0,,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,2.0,永定路17号院,1995.0,板楼,混合结构,49.5,6.0,平层,满五年,普通住宅,非共有,362.0,0.3333333333333333,底层,五棵松,海淀,精装,1.0,,,无,365.0,369.9310057732721,0.0135096048582797
183,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,王公坟社区,1990.0,板楼,混合结构,54.9,6.0,平层,满五年,普通住宅,非共有,108.0,0.3333333333333333,高楼层,苏州桥,海淀,精装,,,,无,550.0,563.0480719447955,0.023723767172355522
184,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,彩电小区,1987.0,板楼,混合结构,69.1,6.0,平层,满五年,普通住宅,非共有,208.0,0.5,底层,公主坟,海淀,简装,,,,无,740.0,563.0047327290663,0.23918279360936986
185,,,,商品房,70.0,集中供暖,1.0,,2.0,2.0,1.0,4.0,甘家口小区,1998.0,塔楼,钢混结构,150.35,16.0,平层,满五年,普通住宅,非共有,206.0,0.25,低楼层,甘家口,海淀,其他,1.0,,,有,1320.0,1178.2532523083441,0.10738389976640596
186,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,梅园,1995.0,板楼,混合结构,63.43,6.0,平层,满两年,普通住宅,非共有,169.0,0.3333333333333333,中楼层,马连洼,海淀,简装,,,,无,402.0,434.1028213398854,0.0798577645270781
187,,1.0,,商品房,70.0,集中供暖,,,1.0,1.0,1.0,1.0,枫蓝国际,2004.0,塔楼,钢混结构,70.94,21.0,平层,满五年,公寓,非共有,170.0,0.25,高楼层,小西天,海淀,精装,,,,有,605.0,643.5872433472211,0.06378056751606802
188,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,复兴路63号,1990.0,板楼,钢混结构,57.6,9.0,平层,满五年,普通住宅,非共有,269.0,0.6666666666666666,低楼层,万寿路,海淀,其他,,,,有,600.0,535.0215582897653,0.10829740285039122
189,,,,商品房,70.0,自供暖,1.0,1.0,1.0,1.0,1.0,3.0,永定华庭,2012.0,板楼,钢混结构,105.12,11.0,平层,满两年,普通住宅,非共有,188.0,0.5,高楼层,五棵松,海淀,精装,,,,有,895.0,871.3148124964202,0.02646389665204442
190,,,,商品房,70.0,集中供暖,1.0,1.0,1.0,1.0,1.0,2.0,永定路东街5号院,1980.0,板楼,混合结构,57.23,6.0,平层,满五年,普通住宅,非共有,240.0,0.3333333333333333,高楼层,五棵松,海淀,简装,,,,无,480.0,497.23981393515646,0.035916279031575966
